artist,date,rank
August Alsina,2014-01-25,54
Lil Wayne,2014-01-25,55
Eric Church,2014-01-25,56
KONGOS,2014-01-25,57
Enrique Iglesias,2014-01-25,58
Zac Brown Band,2014-01-25,59
Wiz Khalifa,2014-01-25,60
Jennifer Lopez,2014-01-25,61
Snoop Dogg,2014-01-25,62
Led Zeppelin,2014-01-25,63
Becky G,2014-01-25,64
Usher,2014-01-25,65
Lee Brice,2014-01-25,66
Justin Bieber,2014-01-25,67
Hillsong Worship,2014-01-25,68
Jason Aldean,2014-01-25,69
Old Crow Medicine Show,2014-01-25,70
Joe Nichols,2014-01-25,71
Arctic Monkeys,2014-01-25,72
Rihanna,2014-01-25,73
YG,2014-01-25,74
American Authors,2014-01-25,75
Lil Jon,2014-01-25,76
Rixton,2014-01-25,77
Jhene Aiko,2014-01-25,78
Jack White,2014-01-25,79
Tiesto,2014-01-25,80
DJ Snake,2014-01-25,81
Taylor Swift,2014-01-25,82
Ellie Goulding,2014-01-25,83
Chris Young,2014-01-25,84
Kid Ink,2014-01-25,85
Zedd,2014-01-25,86
P!nk,2014-01-25,87
The Black Keys,2014-01-25,88
Carrie Underwood,2014-01-25,89
Phillip Phillips,2014-01-25,90
JAY-Z,2014-01-25,91
Idina Menzel,2014-01-25,92
Tyler Farr,2014-01-25,93
Cole Swindell,2014-01-25,94
Adele,2014-01-25,95
Justin Moore,2014-01-25,96
Tim McGraw,2014-01-25,97
Ingrid Michaelson,2014-01-25,98
Christina Perri,2014-01-25,99
Passenger,2014-01-25,100
Trey Songz,2014-01-18,1
Sam Smith,2014-01-18,2
Iggy Azalea,2014-01-18,3
MAGIC!,2014-01-18,4
Ed Sheeran,2014-01-18,5
Ariana Grande,2014-01-18,6
Katy Perry,2014-01-18,7
5 Seconds Of Summer,2014-01-18,8
Jason Derulo,2014-01-18,9
Luke Bryan,2014-01-18,10
Pharrell Williams,2014-01-18,11
Nico &amp; Vinz,2014-01-18,12
OneRepublic,2014-01-18,13
Maroon 5,2014-01-18,14
Charli XCX,2014-01-18,15
Lana Del Rey,2014-01-18,16
John Legend,2014-01-18,17
Miranda Lambert,2014-01-18,18
Calvin Harris,2014-01-18,19
Eminem,2014-01-18,20
Justin Timberlake,2014-01-18,21
Imagine Dragons,2014-01-18,22
Florida Georgia Line,2014-01-18,23
Lorde,2014-01-18,24
Miley Cyrus,2014-01-18,25
Beyonce,2014-01-18,26
Coldplay,2014-01-18,27
Brantley Gilbert,2014-01-18,28
Bruno Mars,2014-01-18,29
Seether,2014-01-18,30
Robin Thicke,2014-01-18,31
Michael Jackson,2014-01-18,32
Drake,2014-01-18,33
One Direction,2014-01-18,34
Paramore,2014-01-18,35
Blake Shelton,2014-01-18,36
Chris Brown,2014-01-18,37
Sia,2014-01-18,38
Dierks Bentley,2014-01-18,39
Disclosure,2014-01-18,40
Jake Owen,2014-01-18,41
Nicki Minaj,2014-01-18,42
MKTO,2014-01-18,43
Demi Lovato,2014-01-18,44
Bastille,2014-01-18,45
Lady Antebellum,2014-01-18,46
Kenny Chesney,2014-01-18,47
Pitbull,2014-01-18,48
Linkin Park,2014-01-18,49
Avicii,2014-01-18,50
Shakira,2014-01-18,51
ScHoolboy Q,2014-01-18,52
Colt Ford,2014-01-18,53
August Alsina,2014-01-18,54
Lil Wayne,2014-01-18,55
Eric Church,2014-01-18,56
KONGOS,2014-01-18,57
Enrique Iglesias,2014-01-18,58
Zac Brown Band,2014-01-18,59
Wiz Khalifa,2014-01-18,60
Jennifer Lopez,2014-01-18,61
Snoop Dogg,2014-01-18,62
Led Zeppelin,2014-01-18,63
Becky G,2014-01-18,64
Usher,2014-01-18,65
Lee Brice,2014-01-18,66
Justin Bieber,2014-01-18,67
Hillsong Worship,2014-01-18,68
Jason Aldean,2014-01-18,69
Old Crow Medicine Show,2014-01-18,70
Joe Nichols,2014-01-18,71
Arctic Monkeys,2014-01-18,72
Rihanna,2014-01-18,73
YG,2014-01-18,74
American Authors,2014-01-18,75
Lil Jon,2014-01-18,76
Rixton,2014-01-18,77
Jhene Aiko,2014-01-18,78
Jack White,2014-01-18,79
Tiesto,2014-01-18,80
DJ Snake,2014-01-18,81
Taylor Swift,2014-01-18,82
Ellie Goulding,2014-01-18,83
Chris Young,2014-01-18,84
Kid Ink,2014-01-18,85
Zedd,2014-01-18,86
P!nk,2014-01-18,87
The Black Keys,2014-01-18,88
Carrie Underwood,2014-01-18,89
Phillip Phillips,2014-01-18,90
JAY-Z,2014-01-18,91
Idina Menzel,2014-01-18,92
Tyler Farr,2014-01-18,93
Cole Swindell,2014-01-18,94
Adele,2014-01-18,95
Justin Moore,2014-01-18,96
Tim McGraw,2014-01-18,97
Ingrid Michaelson,2014-01-18,98
Christina Perri,2014-01-18,99
Passenger,2014-01-18,100
Trey Songz,2014-01-11,1
Sam Smith,2014-01-11,2
Iggy Azalea,2014-01-11,3
MAGIC!,2014-01-11,4
Ed Sheeran,2014-01-11,5
Ariana Grande,2014-01-11,6
Katy Perry,2014-01-11,7
5 Seconds Of Summer,2014-01-11,8
Jason Derulo,2014-01-11,9
Luke Bryan,2014-01-11,10
Pharrell Williams,2014-01-11,11
Nico &amp; Vinz,2014-01-11,12
OneRepublic,2014-01-11,13
Maroon 5,2014-01-11,14
Charli XCX,2014-01-11,15
Lana Del Rey,2014-01-11,16
John Legend,2014-01-11,17
Miranda Lambert,2014-01-11,18
Calvin Harris,2014-01-11,19
Eminem,2014-01-11,20
Justin Timberlake,2014-01-11,21
Imagine Dragons,2014-01-11,22
Florida Georgia Line,2014-01-11,23
Lorde,2014-01-11,24
Miley Cyrus,2014-01-11,25
Beyonce,2014-01-11,26
Coldplay,2014-01-11,27
Brantley Gilbert,2014-01-11,28
Bruno Mars,2014-01-11,29
Seether,2014-01-11,30
Robin Thicke,2014-01-11,31
Michael Jackson,2014-01-11,32
Drake,2014-01-11,33
One Direction,2014-01-11,34
Paramore,2014-01-11,35
Blake Shelton,2014-01-11,36
Chris Brown,2014-01-11,37
Sia,2014-01-11,38
Dierks Bentley,2014-01-11,39
Disclosure,2014-01-11,40
Jake Owen,2014-01-11,41
Nicki Minaj,2014-01-11,42
MKTO,2014-01-11,43
Demi Lovato,2014-01-11,44
Bastille,2014-01-11,45
Lady Antebellum,2014-01-11,46
Kenny Chesney,2014-01-11,47
Pitbull,2014-01-11,48
Linkin Park,2014-01-11,49
Avicii,2014-01-11,50
Shakira,2014-01-11,51
ScHoolboy Q,2014-01-11,52
Colt Ford,2014-01-11,53
August Alsina,2014-01-11,54
Lil Wayne,2014-01-11,55
Eric Church,2014-01-11,56
KONGOS,2014-01-11,57
Enrique Iglesias,2014-01-11,58
Zac Brown Band,2014-01-11,59
Wiz Khalifa,2014-01-11,60
Jennifer Lopez,2014-01-11,61
Snoop Dogg,2014-01-11,62
Led Zeppelin,2014-01-11,63
Becky G,2014-01-11,64
Usher,2014-01-11,65
Lee Brice,2014-01-11,66
Justin Bieber,2014-01-11,67
Hillsong Worship,2014-01-11,68
Jason Aldean,2014-01-11,69
Old Crow Medicine Show,2014-01-11,70
Joe Nichols,2014-01-11,71
Arctic Monkeys,2014-01-11,72
Rihanna,2014-01-11,73
YG,2014-01-11,74
American Authors,2014-01-11,75
Lil Jon,2014-01-11,76
Rixton,2014-01-11,77
Jhene Aiko,2014-01-11,78
Jack White,2014-01-11,79
Tiesto,2014-01-11,80
DJ Snake,2014-01-11,81
Taylor Swift,2014-01-11,82
Ellie Goulding,2014-01-11,83
Chris Young,2014-01-11,84
Kid Ink,2014-01-11,85
Zedd,2014-01-11,86
P!nk,2014-01-11,87
The Black Keys,2014-01-11,88
Carrie Underwood,2014-01-11,89
Phillip Phillips,2014-01-11,90
JAY-Z,2014-01-11,91
Idina Menzel,2014-01-11,92
Tyler Farr,2014-01-11,93
Cole Swindell,2014-01-11,94
Adele,2014-01-11,95
Justin Moore,2014-01-11,96
Tim McGraw,2014-01-11,97
Ingrid Michaelson,2014-01-11,98
Christina Perri,2014-01-11,99
Passenger,2014-01-11,100
Trey Songz,2014-01-04,1
Sam Smith,2014-01-04,2
Iggy Azalea,2014-01-04,3
MAGIC!,2014-01-04,4
Ed Sheeran,2014-01-04,5
Ariana Grande,2014-01-04,6
Katy Perry,2014-01-04,7
5 Seconds Of Summer,2014-01-04,8
Jason Derulo,2014-01-04,9
Luke Bryan,2014-01-04,10
Pharrell Williams,2014-01-04,11
Nico &amp; Vinz,2014-01-04,12
OneRepublic,2014-01-04,13
Maroon 5,2014-01-04,14
Charli XCX,2014-01-04,15
Lana Del Rey,2014-01-04,16
John Legend,2014-01-04,17
Miranda Lambert,2014-01-04,18
Calvin Harris,2014-01-04,19
Eminem,2014-01-04,20
Justin Timberlake,2014-01-04,21
Imagine Dragons,2014-01-04,22
Florida Georgia Line,2014-01-04,23
Lorde,2014-01-04,24
Miley Cyrus,2014-01-04,25
Beyonce,2014-01-04,26
Coldplay,2014-01-04,27
Brantley Gilbert,2014-01-04,28
Bruno Mars,2014-01-04,29
Seether,2014-01-04,30
Robin Thicke,2014-01-04,31
Michael Jackson,2014-01-04,32
Drake,2014-01-04,33
One Direction,2014-01-04,34
Paramore,2014-01-04,35
Blake Shelton,2014-01-04,36
Chris Brown,2014-01-04,37
Sia,2014-01-04,38
Dierks Bentley,2014-01-04,39
Disclosure,2014-01-04,40
Jake Owen,2014-01-04,41
Nicki Minaj,2014-01-04,42
MKTO,2014-01-04,43
Demi Lovato,2014-01-04,44
Bastille,2014-01-04,45
Lady Antebellum,2014-01-04,46
Kenny Chesney,2014-01-04,47
Pitbull,2014-01-04,48
Linkin Park,2014-01-04,49
Avicii,2014-01-04,50
Shakira,2014-01-04,51
ScHoolboy Q,2014-01-04,52
Colt Ford,2014-01-04,53
August Alsina,2014-01-04,54
Lil Wayne,2014-01-04,55
Eric Church,2014-01-04,56
KONGOS,2014-01-04,57
Enrique Iglesias,2014-01-04,58
Zac Brown Band,2014-01-04,59
Wiz Khalifa,2014-01-04,60
Jennifer Lopez,2014-01-04,61
Snoop Dogg,2014-01-04,62
Led Zeppelin,2014-01-04,63
Becky G,2014-01-04,64
Usher,2014-01-04,65
Lee Brice,2014-01-04,66
Justin Bieber,2014-01-04,67
Hillsong Worship,2014-01-04,68
Jason Aldean,2014-01-04,69
Old Crow Medicine Show,2014-01-04,70
Joe Nichols,2014-01-04,71
Arctic Monkeys,2014-01-04,72
Rihanna,2014-01-04,73
YG,2014-01-04,74
American Authors,2014-01-04,75
Lil Jon,2014-01-04,76
Rixton,2014-01-04,77
Jhene Aiko,2014-01-04,78
Jack White,2014-01-04,79
Tiesto,2014-01-04,80
DJ Snake,2014-01-04,81
Taylor Swift,2014-01-04,82
Ellie Goulding,2014-01-04,83
Chris Young,2014-01-04,84
Kid Ink,2014-01-04,85
Zedd,2014-01-04,86
P!nk,2014-01-04,87
The Black Keys,2014-01-04,88
Carrie Underwood,2014-01-04,89
Phillip Phillips,2014-01-04,90
JAY-Z,2014-01-04,91
Idina Menzel,2014-01-04,92
Tyler Farr,2014-01-04,93
Cole Swindell,2014-01-04,94
Adele,2014-01-04,95
Justin Moore,2014-01-04,96
Tim McGraw,2014-01-04,97
Ingrid Michaelson,2014-01-04,98
Christina Perri,2014-01-04,99
Passenger,2014-01-04,100
Trey Songz,2013-12-28,1
Sam Smith,2013-12-28,2
Iggy Azalea,2013-12-28,3
MAGIC!,2013-12-28,4
Ed Sheeran,2013-12-28,5
Ariana Grande,2013-12-28,6
Katy Perry,2013-12-28,7
5 Seconds Of Summer,2013-12-28,8
Jason Derulo,2013-12-28,9
Luke Bryan,2013-12-28,10
Pharrell Williams,2013-12-28,11
Nico &amp; Vinz,2013-12-28,12
OneRepublic,2013-12-28,13
Maroon 5,2013-12-28,14
Charli XCX,2013-12-28,15
Lana Del Rey,2013-12-28,16
John Legend,2013-12-28,17
Miranda Lambert,2013-12-28,18
Calvin Harris,2013-12-28,19
Eminem,2013-12-28,20
Justin Timberlake,2013-12-28,21
Imagine Dragons,2013-12-28,22
Florida Georgia Line,2013-12-28,23
Lorde,2013-12-28,24
Miley Cyrus,2013-12-28,25
Beyonce,2013-12-28,26
Coldplay,2013-12-28,27
Brantley Gilbert,2013-12-28,28
Bruno Mars,2013-12-28,29
Seether,2013-12-28,30
Robin Thicke,2013-12-28,31
Michael Jackson,2013-12-28,32
Drake,2013-12-28,33
One Direction,2013-12-28,34
Paramore,2013-12-28,35
Blake Shelton,2013-12-28,36
Chris Brown,2013-12-28,37
Sia,2013-12-28,38
Dierks Bentley,2013-12-28,39
Disclosure,2013-12-28,40
Jake Owen,2013-12-28,41
Nicki Minaj,2013-12-28,42
MKTO,2013-12-28,43
Demi Lovato,2013-12-28,44
Bastille,2013-12-28,45
Lady Antebellum,2013-12-28,46
Kenny Chesney,2013-12-28,47
Pitbull,2013-12-28,48
Linkin Park,2013-12-28,49
Avicii,2013-12-28,50
Shakira,2013-12-28,51
ScHoolboy Q,2013-12-28,52
Colt Ford,2013-12-28,53
August Alsina,2013-12-28,54
Lil Wayne,2013-12-28,55
Eric Church,2013-12-28,56
KONGOS,2013-12-28,57
Enrique Iglesias,2013-12-28,58
Zac Brown Band,2013-12-28,59
Wiz Khalifa,2013-12-28,60
Jennifer Lopez,2013-12-28,61
Snoop Dogg,2013-12-28,62
Led Zeppelin,2013-12-28,63
Becky G,2013-12-28,64
Usher,2013-12-28,65
Lee Brice,2013-12-28,66
Justin Bieber,2013-12-28,67
Hillsong Worship,2013-12-28,68
Jason Aldean,2013-12-28,69
Old Crow Medicine Show,2013-12-28,70
Joe Nichols,2013-12-28,71
Arctic Monkeys,2013-12-28,72
Rihanna,2013-12-28,73
YG,2013-12-28,74
American Authors,2013-12-28,75
Lil Jon,2013-12-28,76
Rixton,2013-12-28,77
Jhene Aiko,2013-12-28,78
Jack White,2013-12-28,79
Tiesto,2013-12-28,80
DJ Snake,2013-12-28,81
Taylor Swift,2013-12-28,82
Ellie Goulding,2013-12-28,83
Chris Young,2013-12-28,84
Kid Ink,2013-12-28,85
Zedd,2013-12-28,86
P!nk,2013-12-28,87
The Black Keys,2013-12-28,88
Carrie Underwood,2013-12-28,89
Phillip Phillips,2013-12-28,90
JAY-Z,2013-12-28,91
Idina Menzel,2013-12-28,92
Tyler Farr,2013-12-28,93
Cole Swindell,2013-12-28,94
Adele,2013-12-28,95
Justin Moore,2013-12-28,96
Tim McGraw,2013-12-28,97
Ingrid Michaelson,2013-12-28,98
Christina Perri,2013-12-28,99
Passenger,2013-12-28,100
Trey Songz,2013-12-21,1
Sam Smith,2013-12-21,2
Iggy Azalea,2013-12-21,3
MAGIC!,2013-12-21,4
Ed Sheeran,2013-12-21,5
Ariana Grande,2013-12-21,6
Katy Perry,2013-12-21,7
5 Seconds Of Summer,2013-12-21,8
Jason Derulo,2013-12-21,9
Luke Bryan,2013-12-21,10
Pharrell Williams,2013-12-21,11
Nico &amp; Vinz,2013-12-21,12
OneRepublic,2013-12-21,13
Maroon 5,2013-12-21,14
Charli XCX,2013-12-21,15
Lana Del Rey,2013-12-21,16
John Legend,2013-12-21,17
Miranda Lambert,2013-12-21,18
Calvin Harris,2013-12-21,19
Eminem,2013-12-21,20
Justin Timberlake,2013-12-21,21
Imagine Dragons,2013-12-21,22
Florida Georgia Line,2013-12-21,23
Lorde,2013-12-21,24
Miley Cyrus,2013-12-21,25
Beyonce,2013-12-21,26
Coldplay,2013-12-21,27
Brantley Gilbert,2013-12-21,28
Bruno Mars,2013-12-21,29
Seether,2013-12-21,30
Robin Thicke,2013-12-21,31
Michael Jackson,2013-12-21,32
Drake,2013-12-21,33
One Direction,2013-12-21,34
Paramore,2013-12-21,35
Blake Shelton,2013-12-21,36
Chris Brown,2013-12-21,37
Sia,2013-12-21,38
Dierks Bentley,2013-12-21,39
Disclosure,2013-12-21,40
Jake Owen,2013-12-21,41
Nicki Minaj,2013-12-21,42
MKTO,2013-12-21,43
Demi Lovato,2013-12-21,44
Bastille,2013-12-21,45
Lady Antebellum,2013-12-21,46
Kenny Chesney,2013-12-21,47
Pitbull,2013-12-21,48
Linkin Park,2013-12-21,49
Avicii,2013-12-21,50
Shakira,2013-12-21,51
ScHoolboy Q,2013-12-21,52
Colt Ford,2013-12-21,53
August Alsina,2013-12-21,54
Lil Wayne,2013-12-21,55
Eric Church,2013-12-21,56
KONGOS,2013-12-21,57
Enrique Iglesias,2013-12-21,58
Zac Brown Band,2013-12-21,59
Wiz Khalifa,2013-12-21,60
Jennifer Lopez,2013-12-21,61
Snoop Dogg,2013-12-21,62
Led Zeppelin,2013-12-21,63
Becky G,2013-12-21,64
Usher,2013-12-21,65
Lee Brice,2013-12-21,66
Justin Bieber,2013-12-21,67
Hillsong Worship,2013-12-21,68
Jason Aldean,2013-12-21,69
Old Crow Medicine Show,2013-12-21,70
Joe Nichols,2013-12-21,71
Arctic Monkeys,2013-12-21,72
Rihanna,2013-12-21,73
YG,2013-12-21,74
American Authors,2013-12-21,75
Lil Jon,2013-12-21,76
Rixton,2013-12-21,77
Jhene Aiko,2013-12-21,78
Jack White,2013-12-21,79
Tiesto,2013-12-21,80
DJ Snake,2013-12-21,81
Taylor Swift,2013-12-21,82
Ellie Goulding,2013-12-21,83
Chris Young,2013-12-21,84
Kid Ink,2013-12-21,85
Zedd,2013-12-21,86
P!nk,2013-12-21,87
The Black Keys,2013-12-21,88
Carrie Underwood,2013-12-21,89
Phillip Phillips,2013-12-21,90
JAY-Z,2013-12-21,91
Idina Menzel,2013-12-21,92
Tyler Farr,2013-12-21,93
Cole Swindell,2013-12-21,94
Adele,2013-12-21,95
Justin Moore,2013-12-21,96
Tim McGraw,2013-12-21,97
Ingrid Michaelson,2013-12-21,98
Christina Perri,2013-12-21,99
Passenger,2013-12-21,100
Trey Songz,2013-12-14,1
Sam Smith,2013-12-14,2
Iggy Azalea,2013-12-14,3
MAGIC!,2013-12-14,4
Ed Sheeran,2013-12-14,5
Ariana Grande,2013-12-14,6
Katy Perry,2013-12-14,7
5 Seconds Of Summer,2013-12-14,8
Jason Derulo,2013-12-14,9
Luke Bryan,2013-12-14,10
Pharrell Williams,2013-12-14,11
Nico &amp; Vinz,2013-12-14,12
OneRepublic,2013-12-14,13
Maroon 5,2013-12-14,14
Charli XCX,2013-12-14,15
Lana Del Rey,2013-12-14,16
John Legend,2013-12-14,17
Miranda Lambert,2013-12-14,18
Calvin Harris,2013-12-14,19
Eminem,2013-12-14,20
Justin Timberlake,2013-12-14,21
Imagine Dragons,2013-12-14,22
Florida Georgia Line,2013-12-14,23
Lorde,2013-12-14,24
Miley Cyrus,2013-12-14,25
Beyonce,2013-12-14,26
Coldplay,2013-12-14,27
Brantley Gilbert,2013-12-14,28
Bruno Mars,2013-12-14,29
Seether,2013-12-14,30
Robin Thicke,2013-12-14,31
Michael Jackson,2013-12-14,32
Drake,2013-12-14,33
One Direction,2013-12-14,34
Paramore,2013-12-14,35
Blake Shelton,2013-12-14,36
Chris Brown,2013-12-14,37
Sia,2013-12-14,38
Dierks Bentley,2013-12-14,39
Disclosure,2013-12-14,40
Jake Owen,2013-12-14,41
Nicki Minaj,2013-12-14,42
MKTO,2013-12-14,43
Demi Lovato,2013-12-14,44
Bastille,2013-12-14,45
Lady Antebellum,2013-12-14,46
Kenny Chesney,2013-12-14,47
Pitbull,2013-12-14,48
Linkin Park,2013-12-14,49
Avicii,2013-12-14,50
Shakira,2013-12-14,51
ScHoolboy Q,2013-12-14,52
Colt Ford,2013-12-14,53
August Alsina,2013-12-14,54
Lil Wayne,2013-12-14,55
Eric Church,2013-12-14,56
KONGOS,2013-12-14,57
Enrique Iglesias,2013-12-14,58
Zac Brown Band,2013-12-14,59
Wiz Khalifa,2013-12-14,60
Jennifer Lopez,2013-12-14,61
Snoop Dogg,2013-12-14,62
Led Zeppelin,2013-12-14,63
Becky G,2013-12-14,64
Usher,2013-12-14,65
Lee Brice,2013-12-14,66
Justin Bieber,2013-12-14,67
Hillsong Worship,2013-12-14,68
Jason Aldean,2013-12-14,69
Old Crow Medicine Show,2013-12-14,70
Joe Nichols,2013-12-14,71
Arctic Monkeys,2013-12-14,72
Rihanna,2013-12-14,73
YG,2013-12-14,74
American Authors,2013-12-14,75
Lil Jon,2013-12-14,76
Rixton,2013-12-14,77
Jhene Aiko,2013-12-14,78
Jack White,2013-12-14,79
Tiesto,2013-12-14,80
DJ Snake,2013-12-14,81
Taylor Swift,2013-12-14,82
Ellie Goulding,2013-12-14,83
Chris Young,2013-12-14,84
Kid Ink,2013-12-14,85
Zedd,2013-12-14,86
P!nk,2013-12-14,87
The Black Keys,2013-12-14,88
Carrie Underwood,2013-12-14,89
Phillip Phillips,2013-12-14,90
JAY-Z,2013-12-14,91
Idina Menzel,2013-12-14,92
Tyler Farr,2013-12-14,93
Cole Swindell,2013-12-14,94
Adele,2013-12-14,95
Justin Moore,2013-12-14,96
Tim McGraw,2013-12-14,97
Ingrid Michaelson,2013-12-14,98
Christina Perri,2013-12-14,99
Passenger,2013-12-14,100
Trey Songz,2013-12-07,1
Sam Smith,2013-12-07,2
Iggy Azalea,2013-12-07,3
MAGIC!,2013-12-07,4
Ed Sheeran,2013-12-07,5
Ariana Grande,2013-12-07,6
Katy Perry,2013-12-07,7
5 Seconds Of Summer,2013-12-07,8
Jason Derulo,2013-12-07,9
Luke Bryan,2013-12-07,10
Pharrell Williams,2013-12-07,11
Nico &amp; Vinz,2013-12-07,12
OneRepublic,2013-12-07,13
Maroon 5,2013-12-07,14
Charli XCX,2013-12-07,15
Lana Del Rey,2013-12-07,16
John Legend,2013-12-07,17
Miranda Lambert,2013-12-07,18
Calvin Harris,2013-12-07,19
Eminem,2013-12-07,20
Justin Timberlake,2013-12-07,21
Imagine Dragons,2013-12-07,22
Florida Georgia Line,2013-12-07,23
Lorde,2013-12-07,24
Miley Cyrus,2013-12-07,25
Beyonce,2013-12-07,26
Coldplay,2013-12-07,27
Brantley Gilbert,2013-12-07,28
Bruno Mars,2013-12-07,29
Seether,2013-12-07,30
Robin Thicke,2013-12-07,31
Michael Jackson,2013-12-07,32
Drake,2013-12-07,33
One Direction,2013-12-07,34
Paramore,2013-12-07,35
Blake Shelton,2013-12-07,36
Chris Brown,2013-12-07,37
Sia,2013-12-07,38
Dierks Bentley,2013-12-07,39
Disclosure,2013-12-07,40
Jake Owen,2013-12-07,41
Nicki Minaj,2013-12-07,42
MKTO,2013-12-07,43
Demi Lovato,2013-12-07,44
Bastille,2013-12-07,45
Lady Antebellum,2013-12-07,46
Kenny Chesney,2013-12-07,47
Pitbull,2013-12-07,48
Linkin Park,2013-12-07,49
Avicii,2013-12-07,50
Shakira,2013-12-07,51
ScHoolboy Q,2013-12-07,52
Colt Ford,2013-12-07,53
August Alsina,2013-12-07,54
Lil Wayne,2013-12-07,55
Eric Church,2013-12-07,56
KONGOS,2013-12-07,57
Enrique Iglesias,2013-12-07,58
Zac Brown Band,2013-12-07,59
Wiz Khalifa,2013-12-07,60
Jennifer Lopez,2013-12-07,61
Snoop Dogg,2013-12-07,62
Led Zeppelin,2013-12-07,63
Becky G,2013-12-07,64
Usher,2013-12-07,65
Lee Brice,2013-12-07,66
Justin Bieber,2013-12-07,67
Hillsong Worship,2013-12-07,68
Jason Aldean,2013-12-07,69
Old Crow Medicine Show,2013-12-07,70
Joe Nichols,2013-12-07,71
Arctic Monkeys,2013-12-07,72
Rihanna,2013-12-07,73
YG,2013-12-07,74
American Authors,2013-12-07,75
Lil Jon,2013-12-07,76
Rixton,2013-12-07,77
Jhene Aiko,2013-12-07,78
Jack White,2013-12-07,79
Tiesto,2013-12-07,80
DJ Snake,2013-12-07,81
Taylor Swift,2013-12-07,82
Ellie Goulding,2013-12-07,83
Chris Young,2013-12-07,84
Kid Ink,2013-12-07,85
Zedd,2013-12-07,86
P!nk,2013-12-07,87
The Black Keys,2013-12-07,88
Carrie Underwood,2013-12-07,89
Phillip Phillips,2013-12-07,90
JAY-Z,2013-12-07,91
Idina Menzel,2013-12-07,92
Tyler Farr,2013-12-07,93
Cole Swindell,2013-12-07,94
Adele,2013-12-07,95
Justin Moore,2013-12-07,96
Tim McGraw,2013-12-07,97
Ingrid Michaelson,2013-12-07,98
Christina Perri,2013-12-07,99
Passenger,2013-12-07,100
Billie Eilish,2019-07-13,1
BTS,2019-07-13,2
Lil Nas X,2019-07-13,3
Khalid,2019-07-13,4
The Black Keys,2019-07-13,5
Shawn Mendes,2019-07-13,6
Post Malone,2019-07-13,7
Ed Sheeran,2019-07-13,8
Luke Combs,2019-07-13,9
Jonas Brothers,2019-07-13,10
Lizzo,2019-07-13,11
Chance The Rapper,2019-07-13,12
Chris Brown,2019-07-13,13
Taylor Swift,2019-07-13,14
Drake,2019-07-13,15
Ariana Grande,2019-07-13,16
Panic! At The Disco,2019-07-13,17
Halsey,2019-07-13,18
Cardi B,2019-07-13,19
Queen,2019-07-13,20
Dan + Shay,2019-07-13,21
Imagine Dragons,2019-07-13,22
The Beatles,2019-07-13,23
Kane Brown,2019-07-13,24
Bad Bunny,2019-07-13,25
Justin Bieber,2019-07-13,26
Katy Perry,2019-07-13,27
Blanco Brown,2019-07-13,28
Blake Shelton,2019-07-13,29
Camila Cabello,2019-07-13,30
P!nk,2019-07-13,31
DaBaby,2019-07-13,32
Lil Baby,2019-07-13,33
J Balvin,2019-07-13,34
Travis Scott,2019-07-13,35
Lady Gaga,2019-07-13,36
Billy Ray Cyrus,2019-07-13,37
Thomas Rhett,2019-07-13,38
Bruno Mars,2019-07-13,39
Elton John,2019-07-13,40
Marshmello,2019-07-13,41
Luke Bryan,2019-07-13,42
Santana,2019-07-13,43
Morgan Wallen,2019-07-13,44
DJ Khaled,2019-07-13,45
Jason Aldean,2019-07-13,46
Ava Max,2019-07-13,47
5 Seconds Of Summer,2019-07-13,48
Lauren Daigle,2019-07-13,49
The Raconteurs,2019-07-13,50
Metallica,2019-07-13,51
J. Cole,2019-07-13,52
Miley Cyrus,2019-07-13,53
Eminem,2019-07-13,54
Prince,2019-07-13,55
twenty one pilots,2019-07-13,56
Maren Morris,2019-07-13,57
Bruce Springsteen,2019-07-13,58
NF,2019-07-13,59
Chris Stapleton,2019-07-13,60
Lewis Capaldi,2019-07-13,61
Florida Georgia Line,2019-07-13,62
Meek Mill,2019-07-13,63
Carrie Underwood,2019-07-13,64
Lee Brice,2019-07-13,65
Juice WRLD,2019-07-13,66
Ella Mai,2019-07-13,67
Swae Lee,2019-07-13,68
Maroon 5,2019-07-13,69
City Girls,2019-07-13,70
Normani,2019-07-13,71
EXO,2019-07-13,72
Eric Church,2019-07-13,73
Sam Smith,2019-07-13,74
Lynyrd Skynyrd,2019-07-13,75
Whitney Houston,2019-07-13,76
Willie Nelson,2019-07-13,77
A Boogie Wit da Hoodie,2019-07-13,78
Daddy Yankee,2019-07-13,79
Eagles,2019-07-13,80
Bradley Cooper,2019-07-13,81
Brett Young,2019-07-13,82
The Chainsmokers,2019-07-13,83
Chris Lane,2019-07-13,84
XXXTENTACION,2019-07-13,85
GOT7,2019-07-13,86
Polo G,2019-07-13,87
AC/DC,2019-07-13,88
Chris Young,2019-07-13,89
Bastille,2019-07-13,90
"Tyler, The Creator",2019-07-13,91
21 Savage,2019-07-13,92
Himesh Patel,2019-07-13,93
Mustard,2019-07-13,94
Bazzi,2019-07-13,95
Kendrick Lamar,2019-07-13,96
Beyonce,2019-07-13,97
Ingrid Michaelson,2019-07-13,98
Michael Jackson,2019-07-13,99
Offset,2019-07-13,100
The Raconteurs,2019-07-06,1
Billie Eilish,2019-07-06,2
Lil Nas X,2019-07-06,3
BTS,2019-07-06,4
Jonas Brothers,2019-07-06,5
Shawn Mendes,2019-07-06,6
Khalid,2019-07-06,7
Post Malone,2019-07-06,8
