artist,date,rank
Jack White,2014-06-28,79
Tiesto,2014-06-28,80
DJ Snake,2014-06-28,81
Taylor Swift,2014-06-28,82
Ellie Goulding,2014-06-28,83
Chris Young,2014-06-28,84
Kid Ink,2014-06-28,85
Zedd,2014-06-28,86
P!nk,2014-06-28,87
The Black Keys,2014-06-28,88
Carrie Underwood,2014-06-28,89
Phillip Phillips,2014-06-28,90
JAY-Z,2014-06-28,91
Idina Menzel,2014-06-28,92
Tyler Farr,2014-06-28,93
Cole Swindell,2014-06-28,94
Adele,2014-06-28,95
Justin Moore,2014-06-28,96
Tim McGraw,2014-06-28,97
Ingrid Michaelson,2014-06-28,98
Christina Perri,2014-06-28,99
Passenger,2014-06-28,100
Trey Songz,2014-06-21,1
Sam Smith,2014-06-21,2
Iggy Azalea,2014-06-21,3
MAGIC!,2014-06-21,4
Ed Sheeran,2014-06-21,5
Ariana Grande,2014-06-21,6
Katy Perry,2014-06-21,7
5 Seconds Of Summer,2014-06-21,8
Jason Derulo,2014-06-21,9
Luke Bryan,2014-06-21,10
Pharrell Williams,2014-06-21,11
Nico &amp; Vinz,2014-06-21,12
OneRepublic,2014-06-21,13
Maroon 5,2014-06-21,14
Charli XCX,2014-06-21,15
Lana Del Rey,2014-06-21,16
John Legend,2014-06-21,17
Miranda Lambert,2014-06-21,18
Calvin Harris,2014-06-21,19
Eminem,2014-06-21,20
Justin Timberlake,2014-06-21,21
Imagine Dragons,2014-06-21,22
Florida Georgia Line,2014-06-21,23
Lorde,2014-06-21,24
Miley Cyrus,2014-06-21,25
Beyonce,2014-06-21,26
Coldplay,2014-06-21,27
Brantley Gilbert,2014-06-21,28
Bruno Mars,2014-06-21,29
Seether,2014-06-21,30
Robin Thicke,2014-06-21,31
Michael Jackson,2014-06-21,32
Drake,2014-06-21,33
One Direction,2014-06-21,34
Paramore,2014-06-21,35
Blake Shelton,2014-06-21,36
Chris Brown,2014-06-21,37
Sia,2014-06-21,38
Dierks Bentley,2014-06-21,39
Disclosure,2014-06-21,40
Jake Owen,2014-06-21,41
Nicki Minaj,2014-06-21,42
MKTO,2014-06-21,43
Demi Lovato,2014-06-21,44
Bastille,2014-06-21,45
Lady Antebellum,2014-06-21,46
Kenny Chesney,2014-06-21,47
Pitbull,2014-06-21,48
Linkin Park,2014-06-21,49
Avicii,2014-06-21,50
Shakira,2014-06-21,51
ScHoolboy Q,2014-06-21,52
Colt Ford,2014-06-21,53
August Alsina,2014-06-21,54
Lil Wayne,2014-06-21,55
Eric Church,2014-06-21,56
KONGOS,2014-06-21,57
Enrique Iglesias,2014-06-21,58
Zac Brown Band,2014-06-21,59
Wiz Khalifa,2014-06-21,60
Jennifer Lopez,2014-06-21,61
Snoop Dogg,2014-06-21,62
Led Zeppelin,2014-06-21,63
Becky G,2014-06-21,64
Usher,2014-06-21,65
Lee Brice,2014-06-21,66
Justin Bieber,2014-06-21,67
Hillsong Worship,2014-06-21,68
Jason Aldean,2014-06-21,69
Old Crow Medicine Show,2014-06-21,70
Joe Nichols,2014-06-21,71
Arctic Monkeys,2014-06-21,72
Rihanna,2014-06-21,73
YG,2014-06-21,74
American Authors,2014-06-21,75
Lil Jon,2014-06-21,76
Rixton,2014-06-21,77
Jhene Aiko,2014-06-21,78
Jack White,2014-06-21,79
Tiesto,2014-06-21,80
DJ Snake,2014-06-21,81
Taylor Swift,2014-06-21,82
Ellie Goulding,2014-06-21,83
Chris Young,2014-06-21,84
Kid Ink,2014-06-21,85
Zedd,2014-06-21,86
P!nk,2014-06-21,87
The Black Keys,2014-06-21,88
Carrie Underwood,2014-06-21,89
Phillip Phillips,2014-06-21,90
JAY-Z,2014-06-21,91
Idina Menzel,2014-06-21,92
Tyler Farr,2014-06-21,93
Cole Swindell,2014-06-21,94
Adele,2014-06-21,95
Justin Moore,2014-06-21,96
Tim McGraw,2014-06-21,97
Ingrid Michaelson,2014-06-21,98
Christina Perri,2014-06-21,99
Passenger,2014-06-21,100
Trey Songz,2014-06-14,1
Sam Smith,2014-06-14,2
Iggy Azalea,2014-06-14,3
MAGIC!,2014-06-14,4
Ed Sheeran,2014-06-14,5
Ariana Grande,2014-06-14,6
Katy Perry,2014-06-14,7
5 Seconds Of Summer,2014-06-14,8
Jason Derulo,2014-06-14,9
Luke Bryan,2014-06-14,10
Pharrell Williams,2014-06-14,11
Nico &amp; Vinz,2014-06-14,12
OneRepublic,2014-06-14,13
Maroon 5,2014-06-14,14
Charli XCX,2014-06-14,15
Lana Del Rey,2014-06-14,16
John Legend,2014-06-14,17
Miranda Lambert,2014-06-14,18
Calvin Harris,2014-06-14,19
Eminem,2014-06-14,20
Justin Timberlake,2014-06-14,21
Imagine Dragons,2014-06-14,22
Florida Georgia Line,2014-06-14,23
Lorde,2014-06-14,24
Miley Cyrus,2014-06-14,25
Beyonce,2014-06-14,26
Coldplay,2014-06-14,27
Brantley Gilbert,2014-06-14,28
Bruno Mars,2014-06-14,29
Seether,2014-06-14,30
Robin Thicke,2014-06-14,31
Michael Jackson,2014-06-14,32
Drake,2014-06-14,33
One Direction,2014-06-14,34
Paramore,2014-06-14,35
Blake Shelton,2014-06-14,36
Chris Brown,2014-06-14,37
Sia,2014-06-14,38
Dierks Bentley,2014-06-14,39
Disclosure,2014-06-14,40
Jake Owen,2014-06-14,41
Nicki Minaj,2014-06-14,42
MKTO,2014-06-14,43
Demi Lovato,2014-06-14,44
Bastille,2014-06-14,45
Lady Antebellum,2014-06-14,46
Kenny Chesney,2014-06-14,47
Pitbull,2014-06-14,48
Linkin Park,2014-06-14,49
Avicii,2014-06-14,50
Shakira,2014-06-14,51
ScHoolboy Q,2014-06-14,52
Colt Ford,2014-06-14,53
August Alsina,2014-06-14,54
Lil Wayne,2014-06-14,55
Eric Church,2014-06-14,56
KONGOS,2014-06-14,57
Enrique Iglesias,2014-06-14,58
Zac Brown Band,2014-06-14,59
Wiz Khalifa,2014-06-14,60
Jennifer Lopez,2014-06-14,61
Snoop Dogg,2014-06-14,62
Led Zeppelin,2014-06-14,63
Becky G,2014-06-14,64
Usher,2014-06-14,65
Lee Brice,2014-06-14,66
Justin Bieber,2014-06-14,67
Hillsong Worship,2014-06-14,68
Jason Aldean,2014-06-14,69
Old Crow Medicine Show,2014-06-14,70
Joe Nichols,2014-06-14,71
Arctic Monkeys,2014-06-14,72
Rihanna,2014-06-14,73
YG,2014-06-14,74
American Authors,2014-06-14,75
Lil Jon,2014-06-14,76
Rixton,2014-06-14,77
Jhene Aiko,2014-06-14,78
Jack White,2014-06-14,79
Tiesto,2014-06-14,80
DJ Snake,2014-06-14,81
Taylor Swift,2014-06-14,82
Ellie Goulding,2014-06-14,83
Chris Young,2014-06-14,84
Kid Ink,2014-06-14,85
Zedd,2014-06-14,86
P!nk,2014-06-14,87
The Black Keys,2014-06-14,88
Carrie Underwood,2014-06-14,89
Phillip Phillips,2014-06-14,90
JAY-Z,2014-06-14,91
Idina Menzel,2014-06-14,92
Tyler Farr,2014-06-14,93
Cole Swindell,2014-06-14,94
Adele,2014-06-14,95
Justin Moore,2014-06-14,96
Tim McGraw,2014-06-14,97
Ingrid Michaelson,2014-06-14,98
Christina Perri,2014-06-14,99
Passenger,2014-06-14,100
Trey Songz,2014-06-07,1
Sam Smith,2014-06-07,2
Iggy Azalea,2014-06-07,3
MAGIC!,2014-06-07,4
Ed Sheeran,2014-06-07,5
Ariana Grande,2014-06-07,6
Katy Perry,2014-06-07,7
5 Seconds Of Summer,2014-06-07,8
Jason Derulo,2014-06-07,9
Luke Bryan,2014-06-07,10
Pharrell Williams,2014-06-07,11
Nico &amp; Vinz,2014-06-07,12
OneRepublic,2014-06-07,13
Maroon 5,2014-06-07,14
Charli XCX,2014-06-07,15
Lana Del Rey,2014-06-07,16
John Legend,2014-06-07,17
Miranda Lambert,2014-06-07,18
Calvin Harris,2014-06-07,19
Eminem,2014-06-07,20
Justin Timberlake,2014-06-07,21
Imagine Dragons,2014-06-07,22
Florida Georgia Line,2014-06-07,23
Lorde,2014-06-07,24
Miley Cyrus,2014-06-07,25
Beyonce,2014-06-07,26
Coldplay,2014-06-07,27
Brantley Gilbert,2014-06-07,28
Bruno Mars,2014-06-07,29
Seether,2014-06-07,30
Robin Thicke,2014-06-07,31
Michael Jackson,2014-06-07,32
Drake,2014-06-07,33
One Direction,2014-06-07,34
Paramore,2014-06-07,35
Blake Shelton,2014-06-07,36
Chris Brown,2014-06-07,37
Sia,2014-06-07,38
Dierks Bentley,2014-06-07,39
Disclosure,2014-06-07,40
Jake Owen,2014-06-07,41
Nicki Minaj,2014-06-07,42
MKTO,2014-06-07,43
Demi Lovato,2014-06-07,44
Bastille,2014-06-07,45
Lady Antebellum,2014-06-07,46
Kenny Chesney,2014-06-07,47
Pitbull,2014-06-07,48
Linkin Park,2014-06-07,49
Avicii,2014-06-07,50
Shakira,2014-06-07,51
ScHoolboy Q,2014-06-07,52
Colt Ford,2014-06-07,53
August Alsina,2014-06-07,54
Lil Wayne,2014-06-07,55
Eric Church,2014-06-07,56
KONGOS,2014-06-07,57
Enrique Iglesias,2014-06-07,58
Zac Brown Band,2014-06-07,59
Wiz Khalifa,2014-06-07,60
Jennifer Lopez,2014-06-07,61
Snoop Dogg,2014-06-07,62
Led Zeppelin,2014-06-07,63
Becky G,2014-06-07,64
Usher,2014-06-07,65
Lee Brice,2014-06-07,66
Justin Bieber,2014-06-07,67
Hillsong Worship,2014-06-07,68
Jason Aldean,2014-06-07,69
Old Crow Medicine Show,2014-06-07,70
Joe Nichols,2014-06-07,71
Arctic Monkeys,2014-06-07,72
Rihanna,2014-06-07,73
YG,2014-06-07,74
American Authors,2014-06-07,75
Lil Jon,2014-06-07,76
Rixton,2014-06-07,77
Jhene Aiko,2014-06-07,78
Jack White,2014-06-07,79
Tiesto,2014-06-07,80
DJ Snake,2014-06-07,81
Taylor Swift,2014-06-07,82
Ellie Goulding,2014-06-07,83
Chris Young,2014-06-07,84
Kid Ink,2014-06-07,85
Zedd,2014-06-07,86
P!nk,2014-06-07,87
The Black Keys,2014-06-07,88
Carrie Underwood,2014-06-07,89
Phillip Phillips,2014-06-07,90
JAY-Z,2014-06-07,91
Idina Menzel,2014-06-07,92
Tyler Farr,2014-06-07,93
Cole Swindell,2014-06-07,94
Adele,2014-06-07,95
Justin Moore,2014-06-07,96
Tim McGraw,2014-06-07,97
Ingrid Michaelson,2014-06-07,98
Christina Perri,2014-06-07,99
Passenger,2014-06-07,100
Trey Songz,2014-05-31,1
Sam Smith,2014-05-31,2
Iggy Azalea,2014-05-31,3
MAGIC!,2014-05-31,4
Ed Sheeran,2014-05-31,5
Ariana Grande,2014-05-31,6
Katy Perry,2014-05-31,7
5 Seconds Of Summer,2014-05-31,8
Jason Derulo,2014-05-31,9
Luke Bryan,2014-05-31,10
Pharrell Williams,2014-05-31,11
Nico &amp; Vinz,2014-05-31,12
OneRepublic,2014-05-31,13
Maroon 5,2014-05-31,14
Charli XCX,2014-05-31,15
Lana Del Rey,2014-05-31,16
John Legend,2014-05-31,17
Miranda Lambert,2014-05-31,18
Calvin Harris,2014-05-31,19
Eminem,2014-05-31,20
Justin Timberlake,2014-05-31,21
Imagine Dragons,2014-05-31,22
Florida Georgia Line,2014-05-31,23
Lorde,2014-05-31,24
Miley Cyrus,2014-05-31,25
Beyonce,2014-05-31,26
Coldplay,2014-05-31,27
Brantley Gilbert,2014-05-31,28
Bruno Mars,2014-05-31,29
Seether,2014-05-31,30
Robin Thicke,2014-05-31,31
Michael Jackson,2014-05-31,32
Drake,2014-05-31,33
One Direction,2014-05-31,34
Paramore,2014-05-31,35
Blake Shelton,2014-05-31,36
Chris Brown,2014-05-31,37
Sia,2014-05-31,38
Dierks Bentley,2014-05-31,39
Disclosure,2014-05-31,40
Jake Owen,2014-05-31,41
Nicki Minaj,2014-05-31,42
MKTO,2014-05-31,43
Demi Lovato,2014-05-31,44
Bastille,2014-05-31,45
Lady Antebellum,2014-05-31,46
Kenny Chesney,2014-05-31,47
Pitbull,2014-05-31,48
Linkin Park,2014-05-31,49
Avicii,2014-05-31,50
Shakira,2014-05-31,51
ScHoolboy Q,2014-05-31,52
Colt Ford,2014-05-31,53
August Alsina,2014-05-31,54
Lil Wayne,2014-05-31,55
Eric Church,2014-05-31,56
KONGOS,2014-05-31,57
Enrique Iglesias,2014-05-31,58
Zac Brown Band,2014-05-31,59
Wiz Khalifa,2014-05-31,60
Jennifer Lopez,2014-05-31,61
Snoop Dogg,2014-05-31,62
Led Zeppelin,2014-05-31,63
Becky G,2014-05-31,64
Usher,2014-05-31,65
Lee Brice,2014-05-31,66
Justin Bieber,2014-05-31,67
Hillsong Worship,2014-05-31,68
Jason Aldean,2014-05-31,69
Old Crow Medicine Show,2014-05-31,70
Joe Nichols,2014-05-31,71
Arctic Monkeys,2014-05-31,72
Rihanna,2014-05-31,73
YG,2014-05-31,74
American Authors,2014-05-31,75
Lil Jon,2014-05-31,76
Rixton,2014-05-31,77
Jhene Aiko,2014-05-31,78
Jack White,2014-05-31,79
Tiesto,2014-05-31,80
DJ Snake,2014-05-31,81
Taylor Swift,2014-05-31,82
Ellie Goulding,2014-05-31,83
Chris Young,2014-05-31,84
Kid Ink,2014-05-31,85
Zedd,2014-05-31,86
P!nk,2014-05-31,87
The Black Keys,2014-05-31,88
Carrie Underwood,2014-05-31,89
Phillip Phillips,2014-05-31,90
JAY-Z,2014-05-31,91
Idina Menzel,2014-05-31,92
Tyler Farr,2014-05-31,93
Cole Swindell,2014-05-31,94
Adele,2014-05-31,95
Justin Moore,2014-05-31,96
Tim McGraw,2014-05-31,97
Ingrid Michaelson,2014-05-31,98
Christina Perri,2014-05-31,99
Passenger,2014-05-31,100
Trey Songz,2014-05-24,1
Sam Smith,2014-05-24,2
Iggy Azalea,2014-05-24,3
MAGIC!,2014-05-24,4
Ed Sheeran,2014-05-24,5
Ariana Grande,2014-05-24,6
Katy Perry,2014-05-24,7
5 Seconds Of Summer,2014-05-24,8
Jason Derulo,2014-05-24,9
Luke Bryan,2014-05-24,10
Pharrell Williams,2014-05-24,11
Nico &amp; Vinz,2014-05-24,12
OneRepublic,2014-05-24,13
Maroon 5,2014-05-24,14
Charli XCX,2014-05-24,15
Lana Del Rey,2014-05-24,16
John Legend,2014-05-24,17
Miranda Lambert,2014-05-24,18
Calvin Harris,2014-05-24,19
Eminem,2014-05-24,20
Justin Timberlake,2014-05-24,21
Imagine Dragons,2014-05-24,22
Florida Georgia Line,2014-05-24,23
Lorde,2014-05-24,24
Miley Cyrus,2014-05-24,25
Beyonce,2014-05-24,26
Coldplay,2014-05-24,27
Brantley Gilbert,2014-05-24,28
Bruno Mars,2014-05-24,29
Seether,2014-05-24,30
Robin Thicke,2014-05-24,31
Michael Jackson,2014-05-24,32
Drake,2014-05-24,33
One Direction,2014-05-24,34
Paramore,2014-05-24,35
Blake Shelton,2014-05-24,36
Chris Brown,2014-05-24,37
Sia,2014-05-24,38
Dierks Bentley,2014-05-24,39
Disclosure,2014-05-24,40
Jake Owen,2014-05-24,41
Nicki Minaj,2014-05-24,42
MKTO,2014-05-24,43
Demi Lovato,2014-05-24,44
Bastille,2014-05-24,45
Lady Antebellum,2014-05-24,46
Kenny Chesney,2014-05-24,47
Pitbull,2014-05-24,48
Linkin Park,2014-05-24,49
Avicii,2014-05-24,50
Shakira,2014-05-24,51
ScHoolboy Q,2014-05-24,52
Colt Ford,2014-05-24,53
August Alsina,2014-05-24,54
Lil Wayne,2014-05-24,55
Eric Church,2014-05-24,56
KONGOS,2014-05-24,57
Enrique Iglesias,2014-05-24,58
Zac Brown Band,2014-05-24,59
Wiz Khalifa,2014-05-24,60
Jennifer Lopez,2014-05-24,61
Snoop Dogg,2014-05-24,62
Led Zeppelin,2014-05-24,63
Becky G,2014-05-24,64
Usher,2014-05-24,65
Lee Brice,2014-05-24,66
Justin Bieber,2014-05-24,67
Hillsong Worship,2014-05-24,68
Jason Aldean,2014-05-24,69
Old Crow Medicine Show,2014-05-24,70
Joe Nichols,2014-05-24,71
Arctic Monkeys,2014-05-24,72
Rihanna,2014-05-24,73
YG,2014-05-24,74
American Authors,2014-05-24,75
Lil Jon,2014-05-24,76
Rixton,2014-05-24,77
Jhene Aiko,2014-05-24,78
Jack White,2014-05-24,79
Tiesto,2014-05-24,80
DJ Snake,2014-05-24,81
Taylor Swift,2014-05-24,82
Ellie Goulding,2014-05-24,83
Chris Young,2014-05-24,84
Kid Ink,2014-05-24,85
Zedd,2014-05-24,86
P!nk,2014-05-24,87
The Black Keys,2014-05-24,88
Carrie Underwood,2014-05-24,89
Phillip Phillips,2014-05-24,90
JAY-Z,2014-05-24,91
Idina Menzel,2014-05-24,92
Tyler Farr,2014-05-24,93
Cole Swindell,2014-05-24,94
Adele,2014-05-24,95
Justin Moore,2014-05-24,96
Tim McGraw,2014-05-24,97
Ingrid Michaelson,2014-05-24,98
Christina Perri,2014-05-24,99
Passenger,2014-05-24,100
Trey Songz,2014-05-17,1
Sam Smith,2014-05-17,2
Iggy Azalea,2014-05-17,3
MAGIC!,2014-05-17,4
Ed Sheeran,2014-05-17,5
Ariana Grande,2014-05-17,6
Katy Perry,2014-05-17,7
5 Seconds Of Summer,2014-05-17,8
Jason Derulo,2014-05-17,9
Luke Bryan,2014-05-17,10
Pharrell Williams,2014-05-17,11
Nico &amp; Vinz,2014-05-17,12
OneRepublic,2014-05-17,13
Maroon 5,2014-05-17,14
Charli XCX,2014-05-17,15
Lana Del Rey,2014-05-17,16
John Legend,2014-05-17,17
Miranda Lambert,2014-05-17,18
Calvin Harris,2014-05-17,19
Eminem,2014-05-17,20
Justin Timberlake,2014-05-17,21
Imagine Dragons,2014-05-17,22
Florida Georgia Line,2014-05-17,23
Lorde,2014-05-17,24
Miley Cyrus,2014-05-17,25
Beyonce,2014-05-17,26
Coldplay,2014-05-17,27
Brantley Gilbert,2014-05-17,28
Bruno Mars,2014-05-17,29
Seether,2014-05-17,30
Robin Thicke,2014-05-17,31
Michael Jackson,2014-05-17,32
Drake,2014-05-17,33
One Direction,2014-05-17,34
Paramore,2014-05-17,35
Blake Shelton,2014-05-17,36
Chris Brown,2014-05-17,37
Sia,2014-05-17,38
Dierks Bentley,2014-05-17,39
Disclosure,2014-05-17,40
Jake Owen,2014-05-17,41
Nicki Minaj,2014-05-17,42
MKTO,2014-05-17,43
Demi Lovato,2014-05-17,44
Bastille,2014-05-17,45
Lady Antebellum,2014-05-17,46
Kenny Chesney,2014-05-17,47
Pitbull,2014-05-17,48
Linkin Park,2014-05-17,49
Avicii,2014-05-17,50
Shakira,2014-05-17,51
ScHoolboy Q,2014-05-17,52
Colt Ford,2014-05-17,53
August Alsina,2014-05-17,54
Lil Wayne,2014-05-17,55
Eric Church,2014-05-17,56
KONGOS,2014-05-17,57
Enrique Iglesias,2014-05-17,58
Zac Brown Band,2014-05-17,59
Wiz Khalifa,2014-05-17,60
Jennifer Lopez,2014-05-17,61
Snoop Dogg,2014-05-17,62
Led Zeppelin,2014-05-17,63
Becky G,2014-05-17,64
Usher,2014-05-17,65
Lee Brice,2014-05-17,66
Justin Bieber,2014-05-17,67
Hillsong Worship,2014-05-17,68
Jason Aldean,2014-05-17,69
Old Crow Medicine Show,2014-05-17,70
Joe Nichols,2014-05-17,71
Arctic Monkeys,2014-05-17,72
Rihanna,2014-05-17,73
YG,2014-05-17,74
American Authors,2014-05-17,75
Lil Jon,2014-05-17,76
Rixton,2014-05-17,77
Jhene Aiko,2014-05-17,78
Jack White,2014-05-17,79
Tiesto,2014-05-17,80
DJ Snake,2014-05-17,81
Taylor Swift,2014-05-17,82
Ellie Goulding,2014-05-17,83
Chris Young,2014-05-17,84
Kid Ink,2014-05-17,85
Zedd,2014-05-17,86
P!nk,2014-05-17,87
The Black Keys,2014-05-17,88
Carrie Underwood,2014-05-17,89
Phillip Phillips,2014-05-17,90
JAY-Z,2014-05-17,91
Idina Menzel,2014-05-17,92
Tyler Farr,2014-05-17,93
Cole Swindell,2014-05-17,94
Adele,2014-05-17,95
Justin Moore,2014-05-17,96
Tim McGraw,2014-05-17,97
Ingrid Michaelson,2014-05-17,98
Christina Perri,2014-05-17,99
Passenger,2014-05-17,100
Trey Songz,2014-05-10,1
Sam Smith,2014-05-10,2
Iggy Azalea,2014-05-10,3
MAGIC!,2014-05-10,4
Ed Sheeran,2014-05-10,5
Ariana Grande,2014-05-10,6
Katy Perry,2014-05-10,7
5 Seconds Of Summer,2014-05-10,8
Jason Derulo,2014-05-10,9
Luke Bryan,2014-05-10,10
Pharrell Williams,2014-05-10,11
Nico &amp; Vinz,2014-05-10,12
OneRepublic,2014-05-10,13
Maroon 5,2014-05-10,14
Charli XCX,2014-05-10,15
Lana Del Rey,2014-05-10,16
John Legend,2014-05-10,17
Miranda Lambert,2014-05-10,18
Calvin Harris,2014-05-10,19
Eminem,2014-05-10,20
Justin Timberlake,2014-05-10,21
Imagine Dragons,2014-05-10,22
Florida Georgia Line,2014-05-10,23
Lorde,2014-05-10,24
Miley Cyrus,2014-05-10,25
Beyonce,2014-05-10,26
Coldplay,2014-05-10,27
Brantley Gilbert,2014-05-10,28
Bruno Mars,2014-05-10,29
Seether,2014-05-10,30
Robin Thicke,2014-05-10,31
Michael Jackson,2014-05-10,32
Drake,2014-05-10,33
One Direction,2014-05-10,34
Paramore,2014-05-10,35
Blake Shelton,2014-05-10,36
Chris Brown,2014-05-10,37
Sia,2014-05-10,38
Dierks Bentley,2014-05-10,39
Disclosure,2014-05-10,40
Jake Owen,2014-05-10,41
Nicki Minaj,2014-05-10,42
MKTO,2014-05-10,43
Demi Lovato,2014-05-10,44
Bastille,2014-05-10,45
Lady Antebellum,2014-05-10,46
Kenny Chesney,2014-05-10,47
Pitbull,2014-05-10,48
Linkin Park,2014-05-10,49
Avicii,2014-05-10,50
Shakira,2014-05-10,51
ScHoolboy Q,2014-05-10,52
Colt Ford,2014-05-10,53
August Alsina,2014-05-10,54
Lil Wayne,2014-05-10,55
Eric Church,2014-05-10,56
KONGOS,2014-05-10,57
Enrique Iglesias,2014-05-10,58
Zac Brown Band,2014-05-10,59
Wiz Khalifa,2014-05-10,60
Jennifer Lopez,2014-05-10,61
Snoop Dogg,2014-05-10,62
Led Zeppelin,2014-05-10,63
Becky G,2014-05-10,64
Usher,2014-05-10,65
Lee Brice,2014-05-10,66
Justin Bieber,2014-05-10,67
Hillsong Worship,2014-05-10,68
Jason Aldean,2014-05-10,69
Old Crow Medicine Show,2014-05-10,70
Joe Nichols,2014-05-10,71
Arctic Monkeys,2014-05-10,72
Rihanna,2014-05-10,73
YG,2014-05-10,74
American Authors,2014-05-10,75
Lil Jon,2014-05-10,76
Rixton,2014-05-10,77
Jhene Aiko,2014-05-10,78
Jack White,2014-05-10,79
Tiesto,2014-05-10,80
DJ Snake,2014-05-10,81
Taylor Swift,2014-05-10,82
Ellie Goulding,2014-05-10,83
Chris Young,2014-05-10,84
Kid Ink,2014-05-10,85
Zedd,2014-05-10,86
P!nk,2014-05-10,87
The Black Keys,2014-05-10,88
Carrie Underwood,2014-05-10,89
Phillip Phillips,2014-05-10,90
JAY-Z,2014-05-10,91
Idina Menzel,2014-05-10,92
Tyler Farr,2014-05-10,93
Cole Swindell,2014-05-10,94
Adele,2014-05-10,95
Justin Moore,2014-05-10,96
Tim McGraw,2014-05-10,97
Ingrid Michaelson,2014-05-10,98
Christina Perri,2014-05-10,99
Passenger,2014-05-10,100
Trey Songz,2014-05-03,1
Sam Smith,2014-05-03,2
Iggy Azalea,2014-05-03,3
MAGIC!,2014-05-03,4
Ed Sheeran,2014-05-03,5
Ariana Grande,2014-05-03,6
Katy Perry,2014-05-03,7
5 Seconds Of Summer,2014-05-03,8
Jason Derulo,2014-05-03,9
Luke Bryan,2014-05-03,10
Pharrell Williams,2014-05-03,11
Nico &amp; Vinz,2014-05-03,12
OneRepublic,2014-05-03,13
Maroon 5,2014-05-03,14
Charli XCX,2014-05-03,15
Lana Del Rey,2014-05-03,16
John Legend,2014-05-03,17
Miranda Lambert,2014-05-03,18
Calvin Harris,2014-05-03,19
Eminem,2014-05-03,20
Justin Timberlake,2014-05-03,21
Imagine Dragons,2014-05-03,22
Florida Georgia Line,2014-05-03,23
Lorde,2014-05-03,24
Miley Cyrus,2014-05-03,25
Beyonce,2014-05-03,26
Coldplay,2014-05-03,27
Brantley Gilbert,2014-05-03,28
Bruno Mars,2014-05-03,29
Seether,2014-05-03,30
Robin Thicke,2014-05-03,31
Michael Jackson,2014-05-03,32
Drake,2014-05-03,33
One Direction,2014-05-03,34
Paramore,2014-05-03,35
Blake Shelton,2014-05-03,36
Chris Brown,2014-05-03,37
Sia,2014-05-03,38
Dierks Bentley,2014-05-03,39
Disclosure,2014-05-03,40
Jake Owen,2014-05-03,41
Nicki Minaj,2014-05-03,42
MKTO,2014-05-03,43
Demi Lovato,2014-05-03,44
Bastille,2014-05-03,45
Lady Antebellum,2014-05-03,46
Kenny Chesney,2014-05-03,47
Pitbull,2014-05-03,48
Linkin Park,2014-05-03,49
Avicii,2014-05-03,50
Shakira,2014-05-03,51
ScHoolboy Q,2014-05-03,52
Colt Ford,2014-05-03,53
August Alsina,2014-05-03,54
Lil Wayne,2014-05-03,55
Eric Church,2014-05-03,56
KONGOS,2014-05-03,57
Enrique Iglesias,2014-05-03,58
Zac Brown Band,2014-05-03,59
Wiz Khalifa,2014-05-03,60
Jennifer Lopez,2014-05-03,61
Snoop Dogg,2014-05-03,62
Led Zeppelin,2014-05-03,63
Becky G,2014-05-03,64
Usher,2014-05-03,65
Lee Brice,2014-05-03,66
Justin Bieber,2014-05-03,67
Hillsong Worship,2014-05-03,68
Jason Aldean,2014-05-03,69
Old Crow Medicine Show,2014-05-03,70
Joe Nichols,2014-05-03,71
Arctic Monkeys,2014-05-03,72
Rihanna,2014-05-03,73
YG,2014-05-03,74
American Authors,2014-05-03,75
Lil Jon,2014-05-03,76
Rixton,2014-05-03,77
Jhene Aiko,2014-05-03,78
Jack White,2014-05-03,79
Tiesto,2014-05-03,80
DJ Snake,2014-05-03,81
Taylor Swift,2014-05-03,82
Ellie Goulding,2014-05-03,83
Chris Young,2014-05-03,84
Kid Ink,2014-05-03,85
Zedd,2014-05-03,86
P!nk,2014-05-03,87
The Black Keys,2014-05-03,88
Carrie Underwood,2014-05-03,89
Phillip Phillips,2014-05-03,90
JAY-Z,2014-05-03,91
Idina Menzel,2014-05-03,92
Tyler Farr,2014-05-03,93
Cole Swindell,2014-05-03,94
Adele,2014-05-03,95
Justin Moore,2014-05-03,96
Tim McGraw,2014-05-03,97
Ingrid Michaelson,2014-05-03,98
Christina Perri,2014-05-03,99
Passenger,2014-05-03,100
Trey Songz,2014-04-26,1
Sam Smith,2014-04-26,2
Iggy Azalea,2014-04-26,3
MAGIC!,2014-04-26,4
Ed Sheeran,2014-04-26,5
Ariana Grande,2014-04-26,6
Katy Perry,2014-04-26,7
5 Seconds Of Summer,2014-04-26,8
Jason Derulo,2014-04-26,9
Luke Bryan,2014-04-26,10
Pharrell Williams,2014-04-26,11
Nico &amp; Vinz,2014-04-26,12
OneRepublic,2014-04-26,13
Maroon 5,2014-04-26,14
Charli XCX,2014-04-26,15
Lana Del Rey,2014-04-26,16
John Legend,2014-04-26,17
Miranda Lambert,2014-04-26,18
Calvin Harris,2014-04-26,19
Eminem,2014-04-26,20
Justin Timberlake,2014-04-26,21
Imagine Dragons,2014-04-26,22
Florida Georgia Line,2014-04-26,23
Lorde,2014-04-26,24
Miley Cyrus,2014-04-26,25
Beyonce,2014-04-26,26
Coldplay,2014-04-26,27
Brantley Gilbert,2014-04-26,28
Bruno Mars,2014-04-26,29
Seether,2014-04-26,30
Robin Thicke,2014-04-26,31
Michael Jackson,2014-04-26,32
